Threshold,Metric,NPVR,n,formula,df,statistic,df2,p_value,sigma_p,p_minus_alpha,flip_probability,significance
0.2,avg_shortestPathLength,0.0315754464419614,75,two_sample_t_p_value,75.0,5.0,,3.657912410473166e-06,4.48921044479857e-07,-0.04999634208758953,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,75,two_sample_t_p_value,75.0,6.0,,6.480298590623212e-08,8.50935751831068e-09,-0.049999935197014095,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,0.5,,0.6181735658308866,0.0221535121549363,0.5681735658308865,5.142014805390027e-254,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,1.0,,0.31972415578412333,0.0152045813670366,0.26972415578412334,8.862488479458198e-152,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,2.0,,0.04821217873113365,0.00346752985115,-0.0017878212688663547,0.2972699263745975,significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,3.0,,0.0034079153433294465,0.0003237171417046,-0.04659208465667056,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,4.0,,0.00012152364430076177,1.3966107710889144e-05,-0.04987847635569924,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,5.0,,2.450173413503802e-06,3.208102134253621e-07,-0.049997549826586496,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,100,two_sample_t_p_value,100.0,6.0,,3.172491502802852e-08,4.534077826128035e-09,-0.049999968275084974,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,0.5,,0.617441622554225,0.0222066253615192,0.5674416225542249,1.7942504928811345e-252,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,1.0,,0.31811640443062633,0.0152552348629306,0.26811640443062634,5.77922905859802e-149,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,2.0,,0.0464015209831491,0.0034292737254966,-0.0035984790168509043,0.14737462533501677,significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,3.0,,0.0029262198640661076,0.0002943915442388,-0.0470737801359339,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,4.0,,7.984004483719462e-05,1.011045151940166e-05,-0.04992015995516281,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,5.0,,9.769154730247779e-07,1.4764905027467904e-07,-0.04999902308452698,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,300,two_sample_t_p_value,300.0,6.0,,5.676439092359154e-09,9.854060808535134e-10,-0.04999999432356091,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,0.5,,0.6172950500946657,0.0222172665032398,0.5672950500946656,3.644870284314873e-252,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,1.0,,0.3177942072606085,0.0152653993641075,0.2677942072606085,2.0939022390558595e-148,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,2.0,,0.046040682769031456,0.0034214415147205,-0.003959317230968547,0.12499851727181321,significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,3.0,,0.002834491812851143,0.0002885718906948,-0.04716550818714886,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,4.0,,7.291606940371305e-05,9.425583446264757e-06,-0.04992708393059629,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,5.0,,7.94641504790956e-07,1.239233077582129e-07,-0.04999920535849521,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,500,two_sample_t_p_value,500.0,6.0,,3.790442338479296e-09,6.875094661496686e-10,-0.04999999620955766,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,0.5,,0.6171850808338747,0.0222252513939102,0.5671850808338746,6.199642248922826e-252,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,1.0,,0.31755241808467255,0.0152730301540131,0.26755241808467256,5.4883978073166675e-148,non-significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,2.0,,0.04577034649325166,0.0034155270304971,-0.0042296535067483446,0.10987506379366274,significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,3.0,,0.0027667090442381925,0.0002842184626655,-0.04723329095576181,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,4.0,,6.800991920878163e-05,8.930590167479191e-06,-0.04993199008079122,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,5.0,,6.767256364648635e-07,1.0811510116182609e-07,-0.04999932327436354,0.0,significant
0.2,avg_shortestPathLength,0.0315754464419614,1000,two_sample_t_p_value,1000.0,6.0,,2.7553691733774752e-09,5.171581881977991e-10,-0.04999999724463083,0.0,significant
0.3,avg_shortestPathLength,0.0244643192954368,30,two_sample_t_p_value,30.0,0.5,,0.6207230048851272,0.0170212252995109,0.5707230048851272,0.0,non-significant
0.3,avg_shortestPathLength,0.0244643192954368,30,two_sample_t_p_value,30.0,1.0,,0.3253086154260302,0.0116446902335502,0.2753086154260302,2.7266059413720756e-268,non-significant
0.3,avg_shortestPathLength,0.0244643192954368,30,two_sample_t_p_value,30.0,2.0,,0.054625044962983094,0.0027817044188532,0.004625044962983091,0.045232183667195155,non-significant
0.3,avg_shortestPathLength,0.0244643192954368,30,two_sample_t_p_value,30.0,3.0,,0.005389964065651945,0.0003316903110884,-0.044610035934348057,0.0,significant
