Threshold,Metric,NPVR,n,formula,df,statistic,df2,p_value,uncertainty
0.2,clusteringcoef,0.0543516798291376,75,cohens_d,,,,,0.012551982792104377
0.2,clusteringcoef,0.0543516798291376,100,cohens_d,,,,,0.01087033596582752
0.2,clusteringcoef,0.0543516798291376,300,cohens_d,,,,,0.006275991396052188
0.2,clusteringcoef,0.0543516798291376,500,cohens_d,,,,,0.004861362031570233
0.2,clusteringcoef,0.0543516798291376,1000,cohens_d,,,,,0.003437502058326123
0.3,clusteringcoef,0.0647762287635769,30,cohens_d,,,,,0.023652934455950694
0.3,clusteringcoef,0.0647762287635769,50,cohens_d,,,,,0.018321484247366526
0.3,clusteringcoef,0.0647762287635769,75,cohens_d,,,,,0.014959429245495958
0.3,clusteringcoef,0.0647762287635769,100,cohens_d,,,,,0.01295524575271538
0.3,clusteringcoef,0.0647762287635769,300,cohens_d,,,,,0.007479714622747979
0.3,clusteringcoef,0.0647762287635769,500,cohens_d,,,,,0.005793762033657404
0.3,clusteringcoef,0.0647762287635769,1000,cohens_d,,,,,0.004096808422580312
0.4,clusteringcoef,0.0917389556213501,30,cohens_d,,,,,0.03349833026385254
0.4,clusteringcoef,0.0917389556213501,50,cohens_d,,,,,0.025947695047531357
0.4,clusteringcoef,0.0917389556213501,75,cohens_d,,,,,0.02118620428926464
0.4,clusteringcoef,0.0917389556213501,100,cohens_d,,,,,0.01834779112427002
0.4,clusteringcoef,0.0917389556213501,300,cohens_d,,,,,0.01059310214463232
0.4,clusteringcoef,0.0917389556213501,500,cohens_d,,,,,0.00820538163816701
0.4,clusteringcoef,0.0917389556213501,1000,cohens_d,,,,,0.005802080998571475
0.5,clusteringcoef,0.1286456916174014,30,cohens_d,,,,,0.046974764816469325
0.5,clusteringcoef,0.1286456916174014,50,cohens_d,,,,,0.03638649636523916
0.5,clusteringcoef,0.1286456916174014,75,cohens_d,,,,,0.029709449874156905
0.5,clusteringcoef,0.1286456916174014,100,cohens_d,,,,,0.02572913832348028
0.5,clusteringcoef,0.1286456916174014,300,cohens_d,,,,,0.014854724937078453
0.5,clusteringcoef,0.1286456916174014,500,cohens_d,,,,,0.011506420458759374
0.5,clusteringcoef,0.1286456916174014,1000,cohens_d,,,,,0.008136267933572378
0.05,degree,0.117434789749695,30,cohens_d,,,,,0.04288112225452294
0.05,degree,0.117434789749695,50,cohens_d,,,,,0.033215574471690316
