Metric,statistic,n,Threshold,p_value,p_minus_alpha,NPVR,formula,df,df2,sigma_p,flip_probability,significance,possible_numerical_outcome,flip_direction,risk_type
betweeness,2.0,1000,0.5,0.04577034649325166,-0.0042296535067483446,0.1116396841959687,two_sample_t_p_value,1000.0,,0.0120761034922617,0.3361138521423548,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,1000,0.5,0.04577034649325166,-0.0042296535067483446,0.1116396841959687,ancova_p_value,,1000.0,0.0120761034922582,0.3361138521423268,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,1000,0.4,0.04577034649325166,-0.0042296535067483446,0.1101666834520229,two_sample_t_p_value,1000.0,,0.0119167684891561,0.33485432932673076,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,1000,0.4,0.04577034649325166,-0.0042296535067483446,0.1101666834520229,ancova_p_value,,1000.0,0.0119167684891527,0.33485432932670345,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.3,0.046040682769031456,-0.003959317230968547,0.1000459571082236,ancova_p_value,,500.0,0.0108407458833313,0.3337985614753328,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.3,0.046040682769031456,-0.003959317230968547,0.1000459571082236,two_sample_t_p_value,500.0,,0.0108407458833309,0.33379856147532894,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,1000,0.3,0.04577034649325166,-0.0042296535067483446,0.1000459571082236,two_sample_t_p_value,1000.0,,0.0108220059983375,0.32494256928276,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,1000,0.3,0.04577034649325166,-0.0042296535067483446,0.1000459571082236,ancova_p_value,,1000.0,0.0108220059983344,0.3249425692827276,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.2,0.0464015209831491,-0.0035984790168509043,0.0760035551182675,ancova_p_value,,300.0,0.008254419936406,0.31512720790441795,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.2,0.0464015209831491,-0.0035984790168509043,0.0760035551182675,two_sample_t_p_value,300.0,,0.0082544199364047,0.31512720790439774,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.2,0.046040682769031456,-0.003959317230968547,0.0760035551182675,ancova_p_value,,500.0,0.0082355674440259,0.300070560532943,significant,non-significant,significant -> non-significant,false-positive risk
