Metric,statistic,n,Threshold,p_value,p_minus_alpha,NPVR,formula,df,df2,sigma_p,flip_probability,significance,possible_numerical_outcome,flip_direction,risk_type
betweeness,4.0,50,0.05,0.05094706873769324,0.0009470687376932352,0.0632657872240871,ancova_p_value,,50.0,0.0070571912217605,0.46371274076850677,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.05,0.05094706873769324,0.0009470687376932352,0.0632657872240871,two_sample_t_p_value,50.0,,0.0070571912217604,0.4637127407685052,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.5,0.054625044962983094,0.004625044962983091,0.1872463464167704,two_sample_t_p_value,30.0,,0.0212907615761382,0.46114401146606776,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.5,0.054625044962983094,0.004625044962983091,0.1872463464167704,ancova_p_value,,30.0,0.0212907615761381,0.46114401146606776,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.4,0.054625044962983094,0.004625044962983091,0.1697657738772356,two_sample_t_p_value,30.0,,0.0193031409401379,0.4473129899037322,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.4,0.054625044962983094,0.004625044962983091,0.1697657738772356,ancova_p_value,,30.0,0.0193031409401379,0.4473129899037322,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.3,0.054625044962983094,0.004625044962983091,0.1244059329453957,two_sample_t_p_value,30.0,,0.0141455206346297,0.4001542203598852,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.3,0.054625044962983094,0.004625044962983091,0.1244059329453957,ancova_p_value,,30.0,0.0141455206346297,0.4001542203598852,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.2,0.054625044962983094,0.004625044962983091,0.0962807955891718,two_sample_t_p_value,30.0,,0.0109475645451972,0.3556782086698282,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.2,0.054625044962983094,0.004625044962983091,0.0962807955891718,ancova_p_value,,30.0,0.0109475645451972,0.3556782086698282,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.1,0.054625044962983094,0.004625044962983091,0.0687082826684218,two_sample_t_p_value,30.0,,0.0078124443685714,0.2867922975099224,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.1,0.054625044962983094,0.004625044962983091,0.0687082826684218,ancova_p_value,,30.0,0.0078124443685714,0.2867922975099224,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.05,0.054625044962983094,0.004625044962983091,0.0632657872240871,two_sample_t_p_value,30.0,,0.0071936078726825,0.2680333190918381,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.05,0.054625044962983094,0.004625044962983091,0.0632657872240871,ancova_p_value,,30.0,0.0071936078726825,0.2680333190918381,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,0.2,75,0.5,0.08116706380718447,0.031167063807184467,0.1872463464167704,partial_correlation_p_value,75.0,,0.0331021500377568,0.1722610340164949,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,0.1,300,0.5,0.0827480032540806,0.0327480032540806,0.1872463464167704,partial_correlation_p_value,300.0,,0.033279602325023,0.15823503340249248,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,0.2,75,0.4,0.08116706380718447,0.031167063807184467,0.1697657738772356,partial_correlation_p_value,75.0,,0.0300118652550479,0.14217733330525262,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,0.1,300,0.4,0.0827480032540806,0.0327480032540806,0.1697657738772356,partial_correlation_p_value,300.0,,0.0301727513040979,0.12869420296710854,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,0.3,30,0.5,0.09527344416868826,0.045273444168688254,0.1872463464167704,partial_correlation_p_value,30.0,,0.038388114332862,0.10101685220429024,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,75,0.2,0.04912138289485513,-0.0008786171051448702,0.0962807955891718,two_sample_t_p_value,75.0,,0.0106299364031549,0.44017310829099254,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.2,0.04912138289485513,-0.0008786171051448702,0.0962807955891718,ancova_p_value,,75.0,0.0106299364031547,0.4401731082909911,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.3,0.04912138289485513,-0.0008786171051448702,0.1244059329453957,ancova_p_value,,75.0,0.013735108307865,0.43956948562354414,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.3,0.04912138289485513,-0.0008786171051448702,0.1244059329453957,two_sample_t_p_value,75.0,,0.0137351083078652,0.43956948562354325,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.1,0.04912138289485513,-0.0008786171051448702,0.0687082826684218,two_sample_t_p_value,75.0,,0.0075857773158809,0.4349118260621372,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.1,0.04912138289485513,-0.0008786171051448702,0.0687082826684218,ancova_p_value,,75.0,0.0075857773158808,0.4349118260621311,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.4,0.04912138289485513,-0.0008786171051448702,0.1697657738772356,two_sample_t_p_value,75.0,,0.0187430875358319,0.4333922962560268,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.4,0.04912138289485513,-0.0008786171051448702,0.1697657738772356,ancova_p_value,,75.0,0.0187430875358316,0.43339229625602615,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.05,0.04912138289485513,-0.0008786171051448702,0.0632657872240871,two_sample_t_p_value,75.0,,0.0069848954879555,0.4325351206493635,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.05,0.04912138289485513,-0.0008786171051448702,0.0632657872240871,ancova_p_value,,75.0,0.0069848954879554,0.43253512064936284,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.5,0.04912138289485513,-0.0008786171051448702,0.1872463464167704,ancova_p_value,,75.0,0.0206730401629253,0.43011495979531533,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.5,0.04912138289485513,-0.0008786171051448702,0.1872463464167704,two_sample_t_p_value,75.0,,0.0206730401629256,0.4301149597953149,significant,non-significant,significant -> non-significant,false-positive risk
